respondent_id,efficacy,side_effects,cost,dosing,choice
1012,60% symptom reduction,Low,50,Daily (Pill),1
1013,50% symptom reduction,Low,50,Weekly (Injection),0
1014,60% symptom reduction,Medium,50,Weekly (Injection),1
1015,60% symptom reduction,Low,100,Daily (Pill),1
1016,70% symptom reduction,Medium,50,Weekly (Injection),0
1017,70% symptom reduction,High,100,Weekly (Injection),1
1018,60% symptom reduction,High,50,Daily (Pill),1
1019,60% symptom reduction,High,100,Daily (Pill),0
1020,50% symptom reduction,High,50,Daily (Pill),0
1021,50% symptom reduction,Medium,50,Daily (Pill),0
1022,60% symptom reduction,Low,100,Daily (Pill),1
1023,50% symptom reduction,Low,100,Daily (Pill),1
1024,60% symptom reduction,High,50,Weekly (Injection),1
1025,70% symptom reduction,Medium,150,Weekly (Injection),1
1026,50% symptom reduction,High,100,Weekly (Injection),0
1027,70% symptom reduction,Low,100,Weekly (Injection),1
1028,70% symptom reduction,Medium,100,Daily (Pill),1
1029,50% symptom reduction,Medium,50,Daily (Pill),0
1030,50% symptom reduction,Low,50,Daily (Pill),1
1031,60% symptom reduction,Low,100,Weekly (Injection),1
1032,60% symptom reduction,High,150,Weekly (Injection),0
1033,50% symptom reduction,Low,150,Daily (Pill),1
1034,60% symptom reduction,High,150,Weekly (Injection),0
1035,70% symptom reduction,Low,100,Daily (Pill),0
1036,50% symptom reduction,High,50,Weekly (Injection),0
1037,50% symptom reduction,Low,100,Daily (Pill),0
1038,50% symptom reduction,High,50,Weekly (Injection),0
1039,60% symptom reduction,Low,50,Weekly (Injection),1
1040,60% symptom reduction,Medium,150,Daily (Pill),0
1041,60% symptom reduction,Medium,150,Weekly (Injection),1
1042,50% symptom reduction,Medium,100,Daily (Pill),0
1043,50% symptom reduction,High,150,Weekly (Injection),0
1044,70% symptom reduction,Medium,150,Daily (Pill),1
1045,60% symptom reduction,Low,150,Daily (Pill),1
1046,60% symptom reduction,High,100,Daily (Pill),1
1047,70% symptom reduction,Low,150,Daily (Pill),0
1048,50% symptom reduction,Medium,100,Daily (Pill),1
1049,50% symptom reduction,Medium,100,Daily (Pill),0
1050,60% symptom reduction,Low,50,Daily (Pill),1
1051,60% symptom reduction,Low,100,Daily (Pill),1
1052,70% symptom reduction,Low,100,Daily (Pill),0
1053,50% symptom reduction,Low,100,Weekly (Injection),0
1054,70% symptom reduction,Low,50,Daily (Pill),0
1055,70% symptom reduction,High,50,Weekly (Injection),0
1056,50% symptom reduction,High,150,Weekly (Injection),0
1057,70% symptom reduction,Medium,50,Daily (Pill),1
1058,60% symptom reduction,Low,50,Weekly (Injection),1
1059,70% symptom reduction,Medium,100,Weekly (Injection),1
1060,50% symptom reduction,Medium,100,Daily (Pill),0
1061,70% symptom reduction,High,100,Weekly (Injection),1
1062,50% symptom reduction,Medium,100,Daily (Pill),0
1063,70% symptom reduction,High,100,Daily (Pill),1
1064,70% symptom reduction,Medium,50,Daily (Pill),1
1065,70% symptom reduction,Medium,50,Weekly (Injection),0
1066,50% symptom reduction,Medium,150,Weekly (Injection),0
1067,70% symptom reduction,Low,50,Daily (Pill),1
1068,50% symptom reduction,High,150,Daily (Pill),1
1069,70% symptom reduction,Low,100,Weekly (Injection),1
1070,50% symptom reduction,Medium,100,Weekly (Injection),1
1071,50% symptom reduction,High,100,Daily (Pill),1
1072,60% symptom reduction,High,150,Daily (Pill),0
1073,70% symptom reduction,Low,50,Daily (Pill),1
1074,50% symptom reduction,Low,100,Daily (Pill),1
1075,50% symptom reduction,High,150,Daily (Pill),1
1076,60% symptom reduction,Low,100,Daily (Pill),1
1077,50% symptom reduction,High,50,Weekly (Injection),0
1078,50% symptom reduction,Low,100,Daily (Pill),0
1079,60% symptom reduction,High,50,Weekly (Injection),1
1080,50% symptom reduction,High,50,Weekly (Injection),1
1081,50% symptom reduction,High,150,Weekly (Injection),0
1082,70% symptom reduction,Medium,150,Daily (Pill),1
1083,70% symptom reduction,Medium,50,Weekly (Injection),1
1084,60% symptom reduction,High,100,Daily (Pill),0
1085,50% symptom reduction,High,100,Weekly (Injection),0
1086,60% symptom reduction,Low,50,Weekly (Injection),1
1087,50% symptom reduction,High,100,Daily (Pill),1
1088,50% symptom reduction,High,150,Daily (Pill),0
1089,60% symptom reduction,Medium,100,Daily (Pill),0
1090,70% symptom reduction,Medium,50,Weekly (Injection),1
1091,50% symptom reduction,Medium,50,Daily (Pill),0
1092,50% symptom reduction,Low,100,Daily (Pill),0
1093,50% symptom reduction,High,100,Daily (Pill),0
1094,70% symptom reduction,Low,50,Daily (Pill),0
1095,60% symptom reduction,Low,100,Weekly (Injection),1
1096,70% symptom reduction,Low,50,Weekly (Injection),1
1097,60% symptom reduction,Medium,50,Daily (Pill),1
1098,50% symptom reduction,High,50,Daily (Pill),0
1099,70% symptom reduction,Medium,150,Daily (Pill),0
1100,70% symptom reduction,High,100,Weekly (Injection),1
1101,70% symptom reduction,High,150,Weekly (Injection),1
1102,70% symptom reduction,Medium,100,Weekly (Injection),1
1103,60% symptom reduction,Medium,50,Daily (Pill),1
1104,70% symptom reduction,High,100,Daily (Pill),1
1105,60% symptom reduction,High,100,Weekly (Injection),1
1106,50% symptom reduction,Low,50,Daily (Pill),1
1107,50% symptom reduction,Low,50,Daily (Pill),1
1108,70% symptom reduction,Low,150,Weekly (Injection),1
1109,60% symptom reduction,Medium,50,Daily (Pill),1
1110,50% symptom reduction,High,50,Weekly (Injection),1
1111,50% symptom reduction,Low,100,Daily (Pill),1
1112,50% symptom reduction,Medium,150,Daily (Pill),0
1113,50% symptom reduction,High,150,Daily (Pill),0
1114,50% symptom reduction,High,100,Weekly (Injection),1
1115,60% symptom reduction,Medium,100,Weekly (Injection),1
1116,50% symptom reduction,Medium,50,Daily (Pill),0
1117,60% symptom reduction,Medium,150,Daily (Pill),0
1118,50% symptom reduction,Medium,100,Weekly (Injection),1
1119,60% symptom reduction,Medium,100,Daily (Pill),0
1120,50% symptom reduction,Low,100,Weekly (Injection),0
1121,60% symptom reduction,Low,50,Daily (Pill),0
1122,60% symptom reduction,High,150,Daily (Pill),1
1123,70% symptom reduction,Low,100,Weekly (Injection),1
1124,50% symptom reduction,Low,150,Weekly (Injection),0
1125,50% symptom reduction,High,150,Weekly (Injection),0
1126,70% symptom reduction,High,50,Daily (Pill),1
1127,50% symptom reduction,High,50,Daily (Pill),0
1128,70% symptom reduction,Low,150,Weekly (Injection),1
1129,60% symptom reduction,High,150,Weekly (Injection),1
1130,70% symptom reduction,Low,150,Daily (Pill),1
1131,60% symptom reduction,Low,50,Daily (Pill),1
1132,50% symptom reduction,Medium,150,Weekly (Injection),0
1133,70% symptom reduction,Low,100,Weekly (Injection),1
1134,60% symptom reduction,Low,50,Weekly (Injection),1
1135,50% symptom reduction,Medium,150,Daily (Pill),1
1136,70% symptom reduction,Low,100,Daily (Pill),1
1137,50% symptom reduction,Medium,100,Weekly (Injection),1
1138,60% symptom reduction,High,50,Weekly (Injection),1
1139,60% symptom reduction,Low,100,Daily (Pill),1
1140,50% symptom reduction,Low,50,Daily (Pill),1
1141,70% symptom reduction,Medium,50,Daily (Pill),1
1142,60% symptom reduction,Low,150,Daily (Pill),1
1143,60% symptom reduction,Medium,100,Daily (Pill),1
1144,60% symptom reduction,Medium,150,Daily (Pill),0
1145,50% symptom reduction,Medium,150,Daily (Pill),0
1146,60% symptom reduction,Low,150,Weekly (Injection),1
1147,50% symptom reduction,Low,100,Weekly (Injection),1
1148,60% symptom reduction,Low,50,Weekly (Injection),1
1149,70% symptom reduction,Medium,150,Daily (Pill),1
1150,70% symptom reduction,Medium,100,Daily (Pill),1
1151,70% symptom reduction,High,150,Daily (Pill),1
1152,60% symptom reduction,High,50,Weekly (Injection),1
1153,60% symptom reduction,Medium,100,Daily (Pill),1
1154,50% symptom reduction,High,50,Weekly (Injection),0
1155,60% symptom reduction,Medium,50,Weekly (Injection),1
1156,70% symptom reduction,Low,100,Weekly (Injection),1
1157,60% symptom reduction,High,150,Daily (Pill),1
1158,50% symptom reduction,Low,100,Daily (Pill),1
1159,60% symptom reduction,High,100,Weekly (Injection),0
1160,70% symptom reduction,Medium,100,Daily (Pill),1
1161,50% symptom reduction,Low,150,Daily (Pill),1
1162,70% symptom reduction,Medium,150,Daily (Pill),1
1163,70% symptom reduction,Medium,150,Weekly (Injection),1
1164,50% symptom reduction,Low,50,Daily (Pill),1
1165,60% symptom reduction,High,100,Weekly (Injection),1
1166,70% symptom reduction,Low,50,Daily (Pill),1
1167,60% symptom reduction,Low,100,Daily (Pill),1
1168,70% symptom reduction,Medium,50,Weekly (Injection),0
1169,70% symptom reduction,Medium,150,Weekly (Injection),1
1170,70% symptom reduction,High,100,Weekly (Injection),1
1171,60% symptom reduction,Low,150,Daily (Pill),0
1172,60% symptom reduction,High,150,Weekly (Injection),1
1173,50% symptom reduction,Low,100,Weekly (Injection),0
1174,50% symptom reduction,High,100,Weekly (Injection),0
1175,50% symptom reduction,Medium,100,Daily (Pill),0
1176,70% symptom reduction,Medium,100,Daily (Pill),1
1177,50% symptom reduction,High,150,Daily (Pill),1
1178,70% symptom reduction,High,100,Daily (Pill),1
1179,70% symptom reduction,High,150,Weekly (Injection),1
1180,70% symptom reduction,High,100,Weekly (Injection),1
1181,70% symptom reduction,High,100,Weekly (Injection),0
1182,70% symptom reduction,Low,100,Weekly (Injection),1
1183,60% symptom reduction,High,100,Daily (Pill),1
1184,50% symptom reduction,High,50,Daily (Pill),0
1185,70% symptom reduction,High,50,Daily (Pill),1
1186,60% symptom reduction,Low,150,Daily (Pill),0
1187,50% symptom reduction,Low,100,Weekly (Injection),1
1188,50% symptom reduction,High,100,Daily (Pill),0
1189,70% symptom reduction,Medium,100,Daily (Pill),1
1190,70% symptom reduction,Medium,50,Daily (Pill),0
1191,50% symptom reduction,Low,100,Weekly (Injection),0
1192,60% symptom reduction,Medium,100,Weekly (Injection),1
1193,70% symptom reduction,Low,150,Weekly (Injection),1
1194,50% symptom reduction,Low,150,Weekly (Injection),0
1195,60% symptom reduction,Low,150,Daily (Pill),1
1196,50% symptom reduction,Low,100,Weekly (Injection),0
1197,70% symptom reduction,Low,100,Weekly (Injection),1
1198,70% symptom reduction,Medium,50,Daily (Pill),1
1199,60% symptom reduction,Low,100,Daily (Pill),1
1200,70% symptom reduction,Medium,50,Weekly (Injection),1
1201,70% symptom reduction,Low,150,Daily (Pill),1
1202,60% symptom reduction,High,150,Weekly (Injection),0
1203,70% symptom reduction,Low,100,Daily (Pill),1
1204,50% symptom reduction,High,100,Daily (Pill),0
1205,70% symptom reduction,Low,150,Weekly (Injection),1
1206,70% symptom reduction,Medium,50,Weekly (Injection),1
1207,50% symptom reduction,Medium,100,Weekly (Injection),1
1208,50% symptom reduction,Low,50,Weekly (Injection),1
1209,50% symptom reduction,Low,100,Daily (Pill),1
1210,70% symptom reduction,Low,50,Weekly (Injection),1
1211,70% symptom reduction,High,100,Daily (Pill),1
1212,70% symptom reduction,Medium,50,Weekly (Injection),1
1213,70% symptom reduction,Low,50,Daily (Pill),1
1214,70% symptom reduction,High,50,Daily (Pill),1
1215,70% symptom reduction,Low,150,Weekly (Injection),1
1216,70% symptom reduction,High,100,Daily (Pill),0
1217,70% symptom reduction,High,100,Daily (Pill),0
1218,60% symptom reduction,High,150,Daily (Pill),1
1219,50% symptom reduction,Medium,150,Daily (Pill),1
1220,50% symptom reduction,Low,150,Weekly (Injection),1
1221,50% symptom reduction,Medium,150,Weekly (Injection),0
1222,50% symptom reduction,Medium,150,Weekly (Injection),0
1223,60% symptom reduction,Low,50,Daily (Pill),1
1224,70% symptom reduction,Medium,100,Weekly (Injection),1
1225,60% symptom reduction,High,150,Weekly (Injection),1
1226,70% symptom reduction,Low,150,Weekly (Injection),1
1227,50% symptom reduction,High,150,Weekly (Injection),0
1228,50% symptom reduction,Medium,50,Daily (Pill),1
1229,60% symptom reduction,Low,50,Weekly (Injection),0
1230,50% symptom reduction,High,100,Daily (Pill),1
1231,60% symptom reduction,Low,100,Weekly (Injection),1
1232,50% symptom reduction,Low,100,Weekly (Injection),0
1233,70% symptom reduction,Low,150,Weekly (Injection),1
1234,60% symptom reduction,Low,150,Daily (Pill),1
1235,60% symptom reduction,Medium,50,Daily (Pill),1
1236,60% symptom reduction,Low,100,Daily (Pill),1
1237,70% symptom reduction,High,50,Daily (Pill),0
1238,70% symptom reduction,Low,100,Weekly (Injection),1
1239,50% symptom reduction,High,100,Daily (Pill),0
1240,60% symptom reduction,High,100,Daily (Pill),1
1241,70% symptom reduction,Low,100,Weekly (Injection),1
1242,70% symptom reduction,Medium,150,Daily (Pill),0
1243,60% symptom reduction,High,50,Daily (Pill),1
1244,60% symptom reduction,High,150,Weekly (Injection),1
1245,60% symptom reduction,Medium,150,Daily (Pill),0
1246,70% symptom reduction,Low,150,Daily (Pill),1
1247,60% symptom reduction,High,100,Weekly (Injection),0
1248,60% symptom reduction,High,50,Daily (Pill),1
1249,60% symptom reduction,Low,150,Weekly (Injection),1
1250,50% symptom reduction,Low,100,Weekly (Injection),0
1251,70% symptom reduction,Medium,150,Daily (Pill),1
1252,70% symptom reduction,Medium,150,Weekly (Injection),1
1253,60% symptom reduction,High,100,Weekly (Injection),1
1254,70% symptom reduction,Low,150,Weekly (Injection),1
1255,70% symptom reduction,Low,50,Weekly (Injection),1
1256,50% symptom reduction,High,150,Daily (Pill),0
1257,50% symptom reduction,Low,150,Daily (Pill),1
1258,60% symptom reduction,High,50,Weekly (Injection),0
1259,60% symptom reduction,Low,100,Weekly (Injection),0
1260,70% symptom reduction,High,150,Weekly (Injection),0
1261,50% symptom reduction,Medium,150,Daily (Pill),0
1262,50% symptom reduction,Medium,150,Weekly (Injection),1
1263,50% symptom reduction,Medium,100,Daily (Pill),1
1264,50% symptom reduction,Low,50,Daily (Pill),0
1265,50% symptom reduction,Medium,100,Daily (Pill),0
1266,50% symptom reduction,Medium,50,Daily (Pill),0
1267,70% symptom reduction,Medium,100,Weekly (Injection),1
1268,60% symptom reduction,Low,100,Weekly (Injection),1
1269,60% symptom reduction,High,100,Weekly (Injection),0
1270,50% symptom reduction,High,150,Daily (Pill),1
1271,60% symptom reduction,Low,50,Weekly (Injection),1
1272,50% symptom reduction,Medium,50,Weekly (Injection),1
1273,70% symptom reduction,Medium,100,Weekly (Injection),1
1274,70% symptom reduction,High,50,Weekly (Injection),1
1275,60% symptom reduction,Low,100,Daily (Pill),1
1276,50% symptom reduction,Medium,100,Daily (Pill),1
1277,50% symptom reduction,Medium,50,Weekly (Injection),1
1278,70% symptom reduction,Medium,100,Daily (Pill),1
1279,50% symptom reduction,Low,100,Daily (Pill),1
1280,70% symptom reduction,Medium,100,Daily (Pill),1
1281,60% symptom reduction,High,100,Daily (Pill),0
1282,70% symptom reduction,High,100,Weekly (Injection),1
1283,50% symptom reduction,Medium,100,Weekly (Injection),0
1284,60% symptom reduction,Medium,50,Weekly (Injection),1
1285,50% symptom reduction,Low,150,Daily (Pill),0
1286,60% symptom reduction,High,100,Daily (Pill),1
1287,70% symptom reduction,Medium,150,Weekly (Injection),1
1288,60% symptom reduction,High,100,Weekly (Injection),1
1289,60% symptom reduction,Medium,100,Weekly (Injection),0
1290,60% symptom reduction,Low,50,Weekly (Injection),1
1291,70% symptom reduction,Medium,100,Weekly (Injection),0
1292,70% symptom reduction,Medium,50,Weekly (Injection),1
1293,70% symptom reduction,Medium,150,Weekly (Injection),1
1294,60% symptom reduction,High,50,Weekly (Injection),1
1295,60% symptom reduction,High,100,Daily (Pill),1
1296,70% symptom reduction,High,100,Daily (Pill),1
1297,60% symptom reduction,Low,50,Weekly (Injection),0
1298,60% symptom reduction,Low,150,Weekly (Injection),1
1299,60% symptom reduction,Medium,50,Weekly (Injection),1
1300,70% symptom reduction,Medium,150,Daily (Pill),1
1301,60% symptom reduction,High,50,Weekly (Injection),1
1302,60% symptom reduction,Low,100,Daily (Pill),1
1303,50% symptom reduction,Medium,100,Daily (Pill),0
1304,60% symptom reduction,High,150,Weekly (Injection),1
1305,60% symptom reduction,High,100,Daily (Pill),0
1306,60% symptom reduction,Medium,100,Weekly (Injection),0
1307,50% symptom reduction,Medium,150,Weekly (Injection),0
1308,50% symptom reduction,High,100,Daily (Pill),0
1309,50% symptom reduction,High,150,Daily (Pill),1
1310,60% symptom reduction,High,50,Daily (Pill),1
1311,70% symptom reduction,Low,50,Daily (Pill),1
1312,70% symptom reduction,Medium,50,Weekly (Injection),1
1313,60% symptom reduction,High,150,Weekly (Injection),0
1314,50% symptom reduction,Medium,150,Daily (Pill),1
1315,60% symptom reduction,High,50,Daily (Pill),0
1316,60% symptom reduction,Low,150,Weekly (Injection),1
1317,50% symptom reduction,High,150,Daily (Pill),0
1318,60% symptom reduction,Low,150,Weekly (Injection),0
1319,60% symptom reduction,High,50,Daily (Pill),0
1320,60% symptom reduction,Medium,150,Weekly (Injection),1
1321,70% symptom reduction,Low,50,Daily (Pill),1
1322,60% symptom reduction,Low,50,Weekly (Injection),1
1323,70% symptom reduction,Low,150,Daily (Pill),1
1324,50% symptom reduction,Medium,50,Weekly (Injection),1
1325,70% symptom reduction,Low,50,Daily (Pill),1
1326,70% symptom reduction,High,150,Weekly (Injection),1
1327,60% symptom reduction,High,50,Daily (Pill),0
1328,60% symptom reduction,Medium,150,Weekly (Injection),0
1329,50% symptom reduction,Medium,150,Weekly (Injection),0
1330,50% symptom reduction,High,50,Daily (Pill),0
1331,50% symptom reduction,Low,50,Daily (Pill),0
1332,50% symptom reduction,Low,100,Weekly (Injection),1
1333,70% symptom reduction,High,150,Weekly (Injection),1
1334,70% symptom reduction,Medium,50,Weekly (Injection),0
1335,60% symptom reduction,High,150,Weekly (Injection),0
1336,70% symptom reduction,Medium,100,Daily (Pill),1
1337,70% symptom reduction,High,50,Weekly (Injection),1
1338,50% symptom reduction,High,150,Daily (Pill),0
1339,60% symptom reduction,High,100,Daily (Pill),1
1340,50% symptom reduction,High,100,Daily (Pill),0
1341,50% symptom reduction,High,50,Weekly (Injection),0
1342,60% symptom reduction,Medium,50,Daily (Pill),0
1343,70% symptom reduction,High,100,Weekly (Injection),0
1344,60% symptom reduction,Low,50,Daily (Pill),0
1345,50% symptom reduction,High,50,Daily (Pill),0
1346,50% symptom reduction,Low,50,Daily (Pill),1
1347,70% symptom reduction,Low,50,Daily (Pill),1
1348,50% symptom reduction,Low,150,Weekly (Injection),0
1349,70% symptom reduction,Low,50,Daily (Pill),1
1350,60% symptom reduction,High,50,Daily (Pill),1
1351,60% symptom reduction,Medium,150,Weekly (Injection),1
1352,60% symptom reduction,Low,50,Weekly (Injection),1
1353,70% symptom reduction,High,100,Weekly (Injection),1
1354,60% symptom reduction,High,150,Weekly (Injection),1
1355,60% symptom reduction,Medium,100,Daily (Pill),0
1356,60% symptom reduction,Medium,50,Daily (Pill),1
1357,70% symptom reduction,Medium,50,Daily (Pill),1
1358,60% symptom reduction,High,50,Daily (Pill),0
1359,70% symptom reduction,Medium,50,Weekly (Injection),1
1360,70% symptom reduction,Medium,150,Weekly (Injection),1
1361,50% symptom reduction,High,150,Weekly (Injection),1
1362,60% symptom reduction,Low,100,Weekly (Injection),1
1363,70% symptom reduction,Medium,100,Weekly (Injection),1
1364,70% symptom reduction,Medium,100,Weekly (Injection),1
1365,70% symptom reduction,Low,50,Daily (Pill),0
1366,70% symptom reduction,Medium,100,Weekly (Injection),0
1367,70% symptom reduction,Medium,100,Weekly (Injection),1
1368,50% symptom reduction,High,150,Daily (Pill),1
1369,50% symptom reduction,Low,50,Weekly (Injection),1
1370,70% symptom reduction,Medium,150,Weekly (Injection),0
1371,50% symptom reduction,Low,150,Daily (Pill),0
1372,70% symptom reduction,Medium,150,Daily (Pill),1
1373,60% symptom reduction,Low,50,Weekly (Injection),1
1374,50% symptom reduction,Medium,100,Daily (Pill),0
1375,50% symptom reduction,Low,150,Daily (Pill),0
1376,60% symptom reduction,Medium,50,Daily (Pill),0
1377,60% symptom reduction,Medium,100,Daily (Pill),0
1378,70% symptom reduction,Low,50,Daily (Pill),1
1379,70% symptom reduction,High,100,Daily (Pill),1
1380,50% symptom reduction,High,100,Daily (Pill),1
1381,60% symptom reduction,Low,150,Daily (Pill),1
1382,70% symptom reduction,High,50,Daily (Pill),1
1383,70% symptom reduction,Low,150,Weekly (Injection),1
1384,70% symptom reduction,High,100,Weekly (Injection),0
1385,60% symptom reduction,Low,50,Daily (Pill),0
1386,50% symptom reduction,Low,100,Weekly (Injection),1
1387,50% symptom reduction,High,150,Daily (Pill),0
1388,50% symptom reduction,Medium,50,Weekly (Injection),1
1389,60% symptom reduction,High,50,Daily (Pill),1
1390,50% symptom reduction,High,50,Weekly (Injection),1
1391,70% symptom reduction,Low,150,Weekly (Injection),1
1392,70% symptom reduction,Medium,100,Weekly (Injection),1
1393,50% symptom reduction,High,150,Weekly (Injection),0
1394,70% symptom reduction,Medium,150,Daily (Pill),1
1395,50% symptom reduction,High,100,Daily (Pill),0
1396,60% symptom reduction,Medium,50,Weekly (Injection),0
1397,60% symptom reduction,Low,150,Weekly (Injection),0
1398,60% symptom reduction,High,50,Weekly (Injection),1
1399,60% symptom reduction,Low,100,Weekly (Injection),1
1400,70% symptom reduction,Low,150,Weekly (Injection),0
1401,50% symptom reduction,High,50,Weekly (Injection),0
1402,60% symptom reduction,Medium,100,Weekly (Injection),0
1403,60% symptom reduction,High,150,Daily (Pill),1
1404,50% symptom reduction,High,100,Daily (Pill),1
1405,60% symptom reduction,Low,150,Daily (Pill),0
1406,60% symptom reduction,Medium,50,Daily (Pill),0
1407,50% symptom reduction,Low,150,Weekly (Injection),1
1408,60% symptom reduction,Medium,50,Weekly (Injection),1
1409,70% symptom reduction,Medium,100,Daily (Pill),1
1410,50% symptom reduction,Low,100,Weekly (Injection),0
1411,50% symptom reduction,Medium,100,Weekly (Injection),1
1412,60% symptom reduction,High,100,Weekly (Injection),0
1413,50% symptom reduction,High,100,Weekly (Injection),0
1414,60% symptom reduction,Low,100,Weekly (Injection),0
1415,50% symptom reduction,Low,150,Daily (Pill),0
1416,50% symptom reduction,Medium,50,Daily (Pill),1
1417,60% symptom reduction,High,50,Weekly (Injection),1
1418,50% symptom reduction,High,150,Weekly (Injection),1
1419,50% symptom reduction,Medium,150,Daily (Pill),1
1420,70% symptom reduction,Low,150,Weekly (Injection),1
1421,70% symptom reduction,Medium,100,Weekly (Injection),1
1422,50% symptom reduction,High,50,Weekly (Injection),0
1423,60% symptom reduction,Medium,50,Daily (Pill),1
1424,60% symptom reduction,Low,50,Daily (Pill),0
1425,50% symptom reduction,High,50,Weekly (Injection),1
1426,60% symptom reduction,Low,150,Daily (Pill),0
1427,60% symptom reduction,Low,100,Daily (Pill),1
1428,60% symptom reduction,Medium,150,Daily (Pill),0
1429,70% symptom reduction,Low,150,Weekly (Injection),0
1430,50% symptom reduction,High,50,Weekly (Injection),1
1431,50% symptom reduction,Low,50,Daily (Pill),0
1432,50% symptom reduction,High,150,Weekly (Injection),0
1433,50% symptom reduction,Medium,100,Weekly (Injection),1
1434,50% symptom reduction,Low,150,Weekly (Injection),0
1435,50% symptom reduction,Medium,50,Weekly (Injection),1
1436,60% symptom reduction,Medium,100,Weekly (Injection),0
1437,60% symptom reduction,Low,100,Daily (Pill),1
1438,70% symptom reduction,Low,100,Weekly (Injection),1
1439,50% symptom reduction,Medium,150,Weekly (Injection),0
1440,50% symptom reduction,Medium,100,Weekly (Injection),1
1441,70% symptom reduction,Medium,150,Weekly (Injection),1
1442,60% symptom reduction,High,50,Weekly (Injection),1
1443,50% symptom reduction,Medium,100,Weekly (Injection),1
1444,50% symptom reduction,Medium,50,Weekly (Injection),0
1445,50% symptom reduction,Medium,100,Daily (Pill),1
1446,50% symptom reduction,High,100,Weekly (Injection),0
1447,60% symptom reduction,Medium,100,Daily (Pill),0
1448,60% symptom reduction,High,50,Weekly (Injection),1
1449,60% symptom reduction,Low,50,Daily (Pill),1
1450,70% symptom reduction,Low,100,Daily (Pill),1
1451,70% symptom reduction,Medium,100,Daily (Pill),1
1452,60% symptom reduction,Low,50,Weekly (Injection),0
1453,50% symptom reduction,Low,100,Daily (Pill),0
1454,70% symptom reduction,Low,50,Daily (Pill),1
1455,50% symptom reduction,Low,50,Weekly (Injection),1
1456,60% symptom reduction,High,150,Daily (Pill),1
1457,50% symptom reduction,High,100,Weekly (Injection),0
1458,50% symptom reduction,Medium,100,Daily (Pill),1
1459,70% symptom reduction,Medium,50,Daily (Pill),1
1460,50% symptom reduction,Medium,100,Daily (Pill),0
1461,70% symptom reduction,Low,150,Daily (Pill),1
1462,60% symptom reduction,High,50,Weekly (Injection),1
1463,70% symptom reduction,Medium,50,Weekly (Injection),1
1464,70% symptom reduction,High,150,Daily (Pill),0
1465,50% symptom reduction,High,50,Weekly (Injection),0
1466,70% symptom reduction,Medium,150,Weekly (Injection),1
1467,50% symptom reduction,Medium,50,Weekly (Injection),1
1468,50% symptom reduction,High,150,Daily (Pill),0
1469,70% symptom reduction,High,50,Weekly (Injection),1
1470,50% symptom reduction,Low,50,Weekly (Injection),1
1471,60% symptom reduction,Medium,150,Weekly (Injection),0
1472,50% symptom reduction,Low,150,Weekly (Injection),0
1473,70% symptom reduction,High,50,Weekly (Injection),0
1474,50% symptom reduction,Medium,50,Weekly (Injection),0
1475,50% symptom reduction,High,150,Weekly (Injection),0
1476,50% symptom reduction,High,150,Daily (Pill),1
1477,50% symptom reduction,High,50,Weekly (Injection),0
1478,60% symptom reduction,High,50,Daily (Pill),0
1479,50% symptom reduction,High,150,Weekly (Injection),0
1480,60% symptom reduction,High,150,Weekly (Injection),0
1481,60% symptom reduction,High,50,Daily (Pill),0
1482,50% symptom reduction,Medium,150,Daily (Pill),1
1483,70% symptom reduction,High,50,Daily (Pill),1
1484,60% symptom reduction,High,50,Weekly (Injection),1
1485,50% symptom reduction,Low,150,Daily (Pill),0
1486,60% symptom reduction,Medium,100,Weekly (Injection),1
1487,60% symptom reduction,High,150,Weekly (Injection),0
1488,60% symptom reduction,High,50,Weekly (Injection),0
1489,60% symptom reduction,High,150,Daily (Pill),1
1490,50% symptom reduction,Medium,150,Weekly (Injection),0
1491,70% symptom reduction,Medium,100,Weekly (Injection),1
1492,70% symptom reduction,High,50,Weekly (Injection),0
1493,70% symptom reduction,Medium,100,Weekly (Injection),1
1494,70% symptom reduction,High,150,Daily (Pill),0
1495,70% symptom reduction,Low,100,Daily (Pill),1
1496,70% symptom reduction,Low,150,Weekly (Injection),1
1497,50% symptom reduction,Low,50,Daily (Pill),1
1498,70% symptom reduction,Low,50,Daily (Pill),1
1499,70% symptom reduction,Low,100,Daily (Pill),0
1500,70% symptom reduction,High,50,Daily (Pill),1
1501,70% symptom reduction,High,150,Weekly (Injection),1
1502,50% symptom reduction,Medium,50,Weekly (Injection),0
1503,70% symptom reduction,High,50,Daily (Pill),1
1504,60% symptom reduction,Medium,50,Weekly (Injection),0
1505,50% symptom reduction,Low,50,Weekly (Injection),1
1506,70% symptom reduction,High,100,Daily (Pill),1
1507,60% symptom reduction,Medium,150,Daily (Pill),1
1508,50% symptom reduction,Medium,100,Daily (Pill),1
1509,70% symptom reduction,Low,100,Daily (Pill),1
1510,50% symptom reduction,High,150,Weekly (Injection),0
1511,50% symptom reduction,Medium,50,Daily (Pill),0
1512,70% symptom reduction,High,100,Weekly (Injection),1
1513,50% symptom reduction,Medium,50,Weekly (Injection),1
1514,70% symptom reduction,Medium,150,Weekly (Injection),1
1515,50% symptom reduction,Low,150,Weekly (Injection),1
1516,60% symptom reduction,High,150,Daily (Pill),1
1517,50% symptom reduction,Medium,50,Weekly (Injection),0
1518,60% symptom reduction,Medium,100,Weekly (Injection),0
1519,70% symptom reduction,Low,100,Daily (Pill),1
